cycle_index,Capacity,IR,Temp_med,Iabs_med_dis,SOH_R,SOH_Q,RUL_cycles,cell_id,EoL,base_battery,profile_type
88,1.7430057424932286,,29.208578085138672,1.483118698916078,,0.9491330658758178,230,B0005_A00,False,B0005,Aggressive
89,1.738943484128764,,25.83460479126219,0.6343636424685687,,0.947392110134052,229,B0005_A00,False,B0005,Aggressive
90,1.7498429763011931,,28.551318266766103,1.248114056580656,,0.9522189880851706,228,B0005_A00,False,B0005,Aggressive
91,1.7792476138424056,,28.457065754613986,0.881904945847968,,0.9525528543728242,227,B0005_A00,False,B0005,Aggressive
92,1.7879266612503044,,30.015886102367784,1.0054720938358437,,0.9562525459693012,226,B0005_A00,False,B0005,Aggressive
93,1.7836115349801938,,29.997337783228385,1.1224596034639354,,0.9525590694075358,225,B0005_A00,False,B0005,Aggressive
94,1.776120537802507,,28.20920528527309,0.7693881207968236,,0.9554641673502846,224,B0005_A00,False,B0005,Aggressive
95,1.7676773847745462,,30.113430621074837,1.346818934604558,,0.9641129245321256,223,B0005_A00,False,B0005,Aggressive
96,1.7625352831723102,,26.635526201701246,0.5195589482559633,,0.9609359115119684,222,B0005_A00,False,B0005,Aggressive
97,1.7569723703427764,,30.577946330956905,1.5755483340217888,,0.9577003280172466,221,B0005_A00,False,B0005,Aggressive
98,1.752164807304846,,25.309114306538717,0.2739165673568178,,0.9551626045463238,220,B0005_A00,False,B0005,Aggressive
99,1.743419308094716,,31.27154277091121,1.8246931972868192,,0.952835200510653,219,B0005_A00,False,B0005,Aggressive
100,1.7396342678451062,,24.263751592553476,0.0477471698079959,,0.9515436911851604,218,B0005_A00,False,B0005,Aggressive
101,1.7402560730182477,,31.798184172419777,1.943697932000388,,0.9489250857450134,217,B0005_A00,False,B0005,Aggressive
102,1.7376926008151707,,25.14573392575059,0.1822199232359022,,0.947457147195478,216,B0005_A00,False,B0005,Aggressive
103,1.73186959797916,,31.150962412073387,1.6890100465688591,,0.9461975279431138,215,B0005_A00,False,B0005,Aggressive
104,1.7254313221518358,,25.856542222779257,0.4246636379043075,,0.9425611619257854,214,B0005_A00,False,B0005,Aggressive
105,1.7192908175581565,,29.862706744242267,1.4627627921980615,,0.9399921083301191,213,B0005_A00,False,B0005,Aggressive
106,1.7150132805023133,,26.638504749719782,0.6811875708475423,,0.937232447449334,212,B0005_A00,False,B0005,Aggressive
107,1.710588883127954,,28.81237552286432,1.2381611981101386,,0.934099954377258,211,B0005_A00,False,B0005,Aggressive
108,1.7074994781567114,,27.4975021593867,0.9245405478557608,,0.9330080588976732,210,B0005_A00,False,B0005,Aggressive
109,1.7058007464085083,,27.815322209541208,0.9942155540719702,,0.9316728031366004,209,B0005_A00,False,B0005,Aggressive
110,1.7049413146677492,,28.63953470991676,1.171978614595427,,0.9306102516007438,208,B0005_A00,False,B0005,Aggressive
111,1.702135762947078,,27.312112880353094,0.7550318598615373,,0.9285392703377552,207,B0005_A00,False,B0005,Aggressive
112,1.6985423580585817,,30.12168165574337,1.406156539636262,,0.92696484160922,206,B0005_A00,False,B0005,Aggressive
113,1.695315799177729,,26.42713076508759,0.5095254309205463,,0.9245028243284528,205,B0005_A00,False,B0005,Aggressive
114,1.693430633890988,,30.83526682339673,1.6356617317914144,,0.9219328842639176,204,B0005_A00,False,B0005,Aggressive
115,1.6890006225920724,,25.240482335889425,0.2636248683801362,,0.9197403311740096,203,B0005_A00,False,B0005,Aggressive
116,1.685463089936048,,31.6544012822657,1.870122330847297,,0.9177141037238312,202,B0005_A00,False,B0005,Aggressive
117,1.6779443854289258,,24.15830706139771,0.0174385364774514,,0.9149350863155892,201,B0005_A00,False,B0005,Aggressive
118,1.6717109624799968,,31.6121195031556,1.901160120033122,,0.9120946682616516,200,B0005_A00,False,B0005,Aggressive
119,1.6736416133588687,,25.009349133597116,0.2138492704368244,,0.9120850216400332,199,B0005_A00,False,B0005,Aggressive
120,1.671563128158218,,30.921123359388027,1.666730092046581,,0.9112232447139686,198,B0005_A00,False,B0005,Aggressive
121,1.668605156573807,,26.288424915798952,0.4555904391443292,,0.908120788449832,197,B0005_A00,False,B0005,Aggressive
122,1.6660146966521314,,29.840490837884417,1.4243721740136546,,0.9057978603864172,196,B0005_A00,False,B0005,Aggressive
123,1.6653172680705672,,27.165523341417288,0.6997880224091176,,0.904299982933656,195,B0005_A00,False,B0005,Aggressive
124,1.6602658045108345,,29.134724626536723,1.1906207539894869,,0.903333755993022,194,B0005_A00,False,B0005,Aggressive
125,1.657202425975508,,28.05640029132677,0.9430334144539656,,0.901938606191231,193,B0005_A00,False,B0005,Aggressive
126,1.6516303135651806,,28.028018244118556,0.9571812366667511,,0.8997117721815626,192,B0005_A00,False,B0005,Aggressive
127,1.6471332829937049,,28.934475794321667,1.174552927574333,,0.8968512980425032,191,B0005_A00,False,B0005,Aggressive
128,1.645767902737672,,27.013591230273057,0.7235920400106188,,0.8943845238236049,190,B0005_A00,False,B0005,Aggressive
129,1.6437927284649114,,29.99976062725164,1.4290465210588004,,0.8932638564492893,189,B0005_A00,False,B0005,Aggressive
130,1.6400950620405534,,26.07729465179889,0.4762689239018627,,0.8915329901822457,188,B0005_A00,False,B0005,Aggressive
131,1.6359126343777486,,31.029735631895427,1.6632043362755975,,0.8901711708665114,187,B0005_A00,False,B0005,Aggressive
132,1.633827842579859,,25.08635895520842,0.2330478074280195,,0.8883591403292483,186,B0005_A00,False,B0005,Aggressive
133,1.6284284124170807,,31.972379893423454,1.9095468502009951,,0.8865032504834051,185,B0005_A00,False,B0005,Aggressive
134,1.626276029122144,,24.185475967275273,0.013550116326803,,0.8850228146169332,184,B0005_A00,False,B0005,Aggressive
135,1.6212823888402397,,31.84823117502096,1.8866012630948177,,0.882488406323012,183,B0005_A00,False,B0005,Aggressive
136,1.6167223522245286,,25.167966993165972,0.2590872881169516,,0.8794601379689088,182,B0005_A00,False,B0005,Aggressive
137,1.611148405298308,,30.88462789167017,1.6467967545989295,,0.8761064248893548,181,B0005_A00,False,B0005,Aggressive
138,1.6079054764062195,,26.15494277282055,0.4942873395722714,,0.8754143459286471,180,B0005_A00,False,B0005,Aggressive
139,1.6039091866683148,,29.870280350936905,1.3984391095474542,,0.874688563818278,179,B0005_A00,False,B0005,Aggressive
140,1.6009983021822167,,27.12493210481889,0.7490629277343837,,0.8728742084616049,178,B0005_A00,False,B0005,Aggressive
141,1.5984075551011507,,28.875426443162024,1.1765919344831386,,0.8710304786580947,177,B0005_A00,False,B0005,Aggressive
142,1.5944421649743792,,28.04760411917483,0.9918685922045054,,0.8682881995307972,176,B0005_A00,False,B0005,Aggressive
143,1.5909862876246372,,27.796391640417315,0.9287364930279114,,0.8664253589737684,175,B0005_A00,False,B0005,Aggressive
144,1.590527954317596,,29.000689861934724,1.224533743654987,,0.8650867387820984,174,B0005_A00,False,B0005,Aggressive
145,1.5929322361442573,,26.652249896712384,0.6868827463933257,,0.8646695003886662,173,B0005_A00,False,B0005,Aggressive
146,1.5904422143756067,,29.84722485064087,1.4657195886983316,,0.863962295140484,172,B0005_A00,False,B0005,Aggressive
147,1.5930388336013384,,26.173436225823536,0.438066238556991,,0.8661282525990348,171,B0005_A00,False,B0005,Aggressive
148,1.595384274978492,,31.485956718177498,1.7011120013505057,,0.8689041114558183,170,B0005_A00,False,B0005,Aggressive
149,1.5887378230316762,,24.787765361516033,0.19382446633804,,0.8638958818726568,169,B0005_A00,False,B0005,Aggressive
150,1.5794297689450718,,31.923281322154455,1.9446633269495928,,0.8579732157350308,168,B0005_A00,False,B0005,Aggressive
151,1.5716651689965502,,23.68809274931596,0.0476384064143229,,0.8552337140180568,167,B0005_A00,False,B0005,Aggressive
152,1.5673180573665912,,31.30963286665061,1.8514202198577097,,0.8530509245340692,166,B0005_A00,False,B0005,Aggressive
153,1.5661605762048625,,24.80298435031271,0.2968059104485053,,0.8515881293890769,165,B0005_A00,False,B0005,Aggressive
154,1.5634777730509526,,30.47959851373317,1.614009888717488,,0.8505635363917028,164,B0005_A00,False,B0005,Aggressive
155,1.5640336198441491,,26.247223954418224,0.5342403157162379,,0.8506405038030007,163,B0005_A00,False,B0005,Aggressive
156,1.5625706971297622,,30.01986995618578,1.3838916635627518,,0.85124304978075,162,B0005_A00,False,B0005,Aggressive
157,1.5571710755623644,,27.681787951052662,0.783939092685194,,0.8486191135329235,161,B0005_A00,False,B0005,Aggressive
158,1.556008416212725,,29.157807823891332,1.1436259701212703,,0.8466452969432174,160,B0005_A00,False,B0005,Aggressive
159,1.5546818703672265,,28.53659985579324,1.008139238135492,,0.8456033753842213,159,B0005_A00,False,B0005,Aggressive
160,1.550640924480602,,27.93462493281167,0.8811864132766736,,0.8428447647944084,158,B0005_A00,False,B0005,Aggressive
161,1.542417128169386,,29.20493834657421,1.2501480763444597,,0.8400770218035833,157,B0005_A00,False,B0005,Aggressive
162,1.535166829743743,,26.51795480651546,0.6529057211103239,,0.837000252137205,156,B0005_A00,False,B0005,Aggressive
163,1.5276696459619956,,30.06386580305646,1.4977291048028063,,0.834845866570509,155,B0005_A00,False,B0005,Aggressive
164,1.528206625317095,,25.489306794342923,0.4194474818958332,,0.8334004397486198,154,B0005_A00,False,B0005,Aggressive
165,1.53069798650114,,31.23422291632107,1.7477232679935608,,0.8339931862868291,153,B0005_A00,False,B0005,Aggressive
166,1.5283280101953185,,24.885886568860695,0.1798693690580234,,0.8331262417995535,152,B0005_A00,False,B0005,Aggressive
167,1.5263276502004504,,32.66731150696583,1.9798075911939068,,0.8306006055758753,151,B0005_A00,False,B0005,Aggressive
168,1.5213724165148492,,24.666454657195576,0.0798248699462852,,0.8292837741088871,150,B0005_A00,False,B0005,Aggressive
169,1.5274699573027817,,32.90418014732889,2.004872354519014,,0.8319469786037113,149,B0005_A00,False,B0005,Aggressive
170,1.601266230122905,,31.368956279200795,1.6786955488002069,,0.8281951867433798,148,B0005_A00,False,B0005,Aggressive
171,1.5779533582151672,,26.463173516931192,0.417837296471358,,0.8311372933688739,147,B0005_A00,False,B0005,Aggressive
172,1.5613152739486942,,30.784565278012547,1.4510042148330569,,0.8288949690513875,146,B0005_A00,False,B0005,Aggressive
173,1.5526251517229388,,27.54821586732332,0.6630591152052389,,0.8326658748615694,145,B0005_A00,False,B0005,Aggressive
174,1.5464986607252722,,29.694007414080925,1.201317510456715,,0.8413863451783244,144,B0005_A00,False,B0005,Aggressive
175,1.5387904871488562,,28.382460196736936,0.8977531960913466,,0.8376214120950366,143,B0005_A00,False,B0005,Aggressive
176,1.537383053782427,,28.51328281265202,0.9544797990959056,,0.8347422996594379,142,B0005_A00,False,B0005,Aggressive
177,1.5333894790080995,,29.189321872373256,1.1433094074516317,,0.8341318368951917,141,B0005_A00,False,B0005,Aggressive
178,1.5255924385081778,,27.399380368844714,0.7179577464941179,,0.8315177718044667,140,B0005_A00,False,B0005,Aggressive
179,1.519873936816449,,30.25874990604342,1.3928899065069122,,0.8283268745446714,139,B0005_A00,False,B0005,Aggressive
180,1.514508626379098,,26.418352984826285,0.5012632323661336,,0.8261749761591213,138,B0005_A00,False,B0005,Aggressive
181,1.5136128840965726,,31.307647698238267,1.6283297141464952,,0.8243700777274279,137,B0005_A00,False,B0005,Aggressive
182,1.5106349907501304,,25.400961942712748,0.241112434831677,,0.8217418880917327,136,B0005_A00,False,B0005,Aggressive
183,1.50735940605505,,32.41598967612612,1.8689815514079973,,0.8202497458144123,135,B0005_A00,False,B0005,Aggressive
184,1.5043528422072097,,24.379847414613216,0.0147575631106938,,0.8179693358705531,134,B0005_A00,False,B0005,Aggressive
185,1.5027561145709336,,32.485026946604336,1.9011360357788276,,0.8169554125880993,133,B0005_A00,False,B0005,Aggressive
186,1.496009917979078,,25.300491479151017,0.2266336609352119,,0.8134888750657259,132,B0005_A00,False,B0005,Aggressive
187,1.49208454924838,,31.509882302499076,1.6540231632184663,,0.810529185307919,131,B0005_A00,False,B0005,Aggressive
188,1.490908585043632,,26.358752190624877,0.4503063409544996,,0.8090857497498265,130,B0005_A00,False,B0005,Aggressive
189,1.4869883821879828,,30.55378389916015,1.4190932354539805,,0.8078227503996657,129,B0005_A00,False,B0005,Aggressive
190,1.4821249289185232,,27.373158229764968,0.6925999603938932,,0.8065163898490393,128,B0005_A00,False,B0005,Aggressive
191,1.4784168067961478,,29.377601837430337,1.1867839092780237,,0.8056884016580853,127,B0005_A00,False,B0005,Aggressive
192,1.4770632349911588,,28.40858086725485,0.9578252501237584,,0.8039836815341633,126,B0005_A00,False,B0005,Aggressive
193,1.4785931669105363,,28.384575098624733,0.9548575831005722,,0.805115767906094,125,B0005_A00,False,B0005,Aggressive
194,1.4852328273990438,,29.54141864853687,1.203336747491256,,0.8095219436140401,124,B0005_A00,False,B0005,Aggressive
195,1.4934578689285745,,27.828967577791182,1.9494804332040008,,0.8124740747114086,123,B0005_A00,False,B0005,Aggressive
196,1.4984051394677094,,31.191292362592584,1.9904378696571827,,0.8151181261901829,122,B0005_A00,False,B0005,Aggressive
197,1.491842407165329,,26.95010436613903,0.4699836083688505,,0.8121938203763296,121,B0005_A00,False,B0005,Aggressive
198,1.4852269003619212,,32.18325319839742,1.6802204338058937,,0.807638387624224,120,B0005_A00,False,B0005,Aggressive
199,1.4784759118203157,,27.53467137682001,1.9110524030581573,,0.8038167204070455,119,B0005_A00,False,B0005,Aggressive
200,1.4736022814220873,,33.21827274307062,2.005103521659066,,0.8008187359889312,118,B0005_A00,False,B0005,Aggressive
201,1.4664392483240003,,24.69876597788844,0.0145303033770989,,0.7963834426523978,117,B0005_A00,False,B0005,Aggressive
202,1.456012500029975,,32.63130729951419,1.860364475892504,,0.7911109658801706,116,B0005_A00,False,B0005,Aggressive
203,1.4580940518394252,,25.615872348549775,0.2581577028702707,,0.7913849441085602,115,B0005_A00,False,B0005,Aggressive
204,1.4590263300098345,,31.754152657134757,1.6264684243010683,,0.7921627148076108,114,B0005_A00,False,B0005,Aggressive
205,1.457495209136939,,27.00747147028519,0.4824897298655138,,0.7922657993932485,113,B0005_A00,False,B0005,Aggressive
206,1.4568656491774163,,30.94990185669759,1.380474288949636,,0.7917043938604619,112,B0005_A00,False,B0005,Aggressive
207,1.4535849560128435,,28.23982023939776,0.7422867484735337,,0.7894474177957151,111,B0005_A00,False,B0005,Aggressive
208,1.4489874054914866,,29.893064822055027,1.1586710380974063,,0.78656041399848,110,B0005_A00,False,B0005,Aggressive
209,1.4445560609460315,,28.922277025411965,0.9823715199401236,,0.7843049123051908,109,B0005_A00,False,B0005,Aggressive
210,1.4422903075491278,,28.50952321697641,0.9013809365474692,,0.7821950701693396,108,B0005_A00,False,B0005,Aggressive
211,1.4385241911392213,,29.881962374143782,1.2125686496263184,,0.7812262072310621,107,B0005_A00,False,B0005,Aggressive
212,1.438954851826714,,27.557219933878407,0.6636175631448135,,0.7814445220550227,106,B0005_A00,False,B0005,Aggressive
213,1.4395197298787334,,31.183802116747437,1.4486307060169326,,0.7817744371524461,105,B0005_A00,False,B0005,Aggressive
214,1.4365927668153151,,26.840103503559018,0.4247172759501826,,0.7802199129119157,104,B0005_A00,False,B0005,Aggressive
215,1.433011944471774,,32.48962657618339,1.710155745191284,,0.778674945064905,103,B0005_A00,False,B0005,Aggressive
216,1.4273858864201872,,25.62153714489547,0.1991143194472296,,0.7768219191651042,102,B0005_A00,False,B0005,Aggressive
217,1.4217536253604337,,33.342859407633526,1.95003494475348,,0.7750049769607128,101,B0005_A00,False,B0005,Aggressive
218,1.419384338570442,,24.832094910829596,0.0513068569554009,,0.7736490748711098,100,B0005_A00,False,B0005,Aggressive
219,1.4151696573398207,,32.78306851040985,1.8506817171232557,,0.7717060443053854,99,B0005_A00,False,B0005,Aggressive
220,1.412851008688523,,25.7208668869501,0.2997253599021611,,0.7693180678575696,98,B0005_A00,False,B0005,Aggressive
221,1.410144730521165,,31.618928952089224,1.6027981827743112,,0.7680245625650983,97,B0005_A00,False,B0005,Aggressive
222,1.4076208699379404,,26.98401940614777,0.5346864094247781,,0.76823875392826,96,B0005_A00,False,B0005,Aggressive
223,1.4084691237034226,,30.919092355280796,1.3660244350224977,,0.7688204449468391,95,B0005_A00,False,B0005,Aggressive
224,1.405779174482445,,28.500214027152868,0.7782287771101145,,0.7672312578676376,94,B0005_A00,False,B0005,Aggressive
225,1.4107712127502523,,30.108793319052698,1.133828596609273,,0.76985862082996,93,B0005_A00,False,B0005,Aggressive
226,1.4234146294547256,,29.50694573871354,1.026614918325969,,0.7772656166845622,92,B0005_A00,False,B0005,Aggressive
227,1.4313303331232563,,28.991303080188946,0.8889565333351218,,0.7821231142886325,91,B0005_A00,False,B0005,Aggressive
228,1.4372716681799902,,30.79579495845353,1.2631047067259376,,0.783990996424146,90,B0005_A00,False,B0005,Aggressive
229,1.4312919602674803,,27.936311685034283,0.6517564377318616,,0.7809855750104864,89,B0005_A00,False,B0005,Aggressive
230,1.4211272106843145,,31.53089479061638,1.4936892325405404,,0.7738946951876309,88,B0005_A00,False,B0005,Aggressive
231,1.4118764139569793,,26.458085654112452,0.4079819016798197,,0.770222483165184,87,B0005_A00,False,B0005,Aggressive
232,1.4107447994274531,,32.28271034454295,1.7382833892357128,,0.7675356211433438,86,B0005_A00,False,B0005,Aggressive
